text,label,source,dataset,domain,text_lemma,neutral,joy,surprise,sadness,fear,anger,disgust,vader_neg,vader_neu,vader_pos,vader_compound,urgency,authority,doubt,urgency_presence,authority_presence,doubt_presence,authority_to_doubt_ratio,auth_score,urg_score
"for instance, wind turbines kill birds and insects, and palm-oil plantations destroy the biodiversity of the rainforests.",misinformation,quotaclimat,quotaclimat,climate,instance wind turbine kill bird insect palm oil plantation destroy biodiversity rainforest,0.01049159187823534,0.0007076907786540687,0.0018532861722633243,0.018547073006629944,0.014706702902913094,0.5601640939712524,0.39352965354919434,0.353,0.647,0.0,-0.8481,0.8,0.0,0.5,1,0,1,0.0,0.0,0.8
"global climate debate.  is working to raise public awareness on this issue.  is opposed to the proposed  global climate treaty (the kyoto protocol), which will result in the loss of about 3.2 million american jobs and raise energy and consumer costs in all  households for a treaty that scientists cannot even agree is necessary.",misinformation,quotaclimat,quotaclimat,climate,global climate debate work raise public awareness issue oppose propose global climate treaty kyoto protocol result loss 3.2 million american job raise energy consumer cost household treaty scientist agree necessary,0.0798795148730278,0.06371551752090454,0.01673716865479946,0.24593570828437805,0.09214089065790176,0.4839319586753845,0.017659340053796768,0.077,0.887,0.037,-0.3204,0.3,0.1,0.6,1,1,1,0.16666638888935187,0.1,0.3
"i don’t care about co2 emissions to be quite truthful because i don’t think it’s all that important but what i do believe is, and perhaps this is where there can be some convergence, as far as using fuel more efficiently that is good for our economy; that makes us more competitive. if we can save in schools hundreds of thousands on fuel that’s more money being put for books or classroom assistants.",misinformation,quotaclimat,quotaclimat,climate,care co2 emission truthful think important believe convergence far fuel efficiently good economy make competitive save school hundred thousand fuel money book classroom assistant,0.11850893497467041,0.8418656587600708,0.012321172282099724,0.006378103978931904,0.0009931731037795544,0.015469681471586227,0.004463330842554569,0.0,0.765,0.235,0.96,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
"direct studies of sea level are showing only small rises. most stations show a rise of sea level of about 1.7mm per year, but there is considerable variation even within a single state.",misinformation,quotaclimat,quotaclimat,climate,direct study sea level show small rise station rise sea level 1.7 mm year considerable variation single state,0.9033440351486206,0.0027128427755087614,0.06823841482400894,0.00952561292797327,0.0024090975057333708,0.006898096762597561,0.006871944293379784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
"with the carbon tax to be terminated, attention therefore needs to be turned to repealing the renewable requirements.",misinformation,quotaclimat,quotaclimat,climate,carbon tax terminate attention need turn repeal renewable requirement,0.5735583901405334,0.006335578393191099,0.009228640235960484,0.298410028219223,0.010300079360604286,0.06426266580820084,0.03790457919239998,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"as dick lindzen alluded to back in 1990 , while everyone seems to understand that the greenhouse effect warms the earths surface, few people are aware of the fact that weather processes greatly limit that warming.",misinformation,quotaclimat,quotaclimat,climate,dick lindzen allude 1990 understand greenhouse effect warm earth surface people aware fact weather process greatly limit warming,0.8377375602722168,0.004569588229060173,0.06487534940242767,0.03988784924149513,0.006458595395088196,0.021044455468654633,0.025426635518670082,0.082,0.82,0.098,-0.0865,0.2,0.0,0.3,1,0,1,0.0,0.0,0.2
"inconvenient facts: the science that al gore doesn’t want you to know,",misinformation,quotaclimat,quotaclimat,climate,inconvenient fact science al gore want know,0.4462684094905853,0.0032297249417752028,0.023385751992464066,0.08228597790002823,0.033141590654850006,0.06469704955816269,0.34699147939682007,0.175,0.73,0.095,-0.2732,0.2,0.6,0.8,1,1,1,0.7499990625011718,0.6,0.2
"we can expect the climate crisis industry to grow increasingly shrill, and increasingly hostile toward anyone who questions their authority.",misinformation,quotaclimat,quotaclimat,climate,expect climate crisis industry grow increasingly shrill increasingly hostile question authority,0.009402548894286156,0.0013893600553274155,0.0023980271071195602,0.0037712212651968002,0.19238591194152832,0.7701898813247681,0.02046312391757965,0.268,0.68,0.052,-0.7506,0.2,0.6,0.4,1,1,1,1.4999962500093749,0.6,0.2
"this is not to say that man-made climate change theory is either right or wrong, proven or not proven, looming catastrophe or massive hoax—only that it is not, as various groups have implied, nearing a final verdict.",misinformation,quotaclimat,quotaclimat,climate,man climate change theory right wrong prove prove loom catastrophe massive hoax group imply near final verdict,0.573249101638794,0.01510932482779026,0.012934195809066296,0.017978884279727936,0.31549638509750366,0.044560473412275314,0.020671574398875237,0.073,0.775,0.152,0.3369,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
even if the apocalyptic vision painted by al gore and others is perfectly true—which it’s not—measures limiting the emissions from individual cities are utterly absurd. they epitomize the prevalence of symbolism over science in our climate change policy debates.,misinformation,quotaclimat,quotaclimat,climate,apocalyptic vision paint al gore perfectly true measure limit emission individual city utterly absurd epitomize prevalence symbolism science climate change policy debate,0.058366257697343826,0.004723210819065571,0.010054757818579674,0.014331697486341,0.2909289002418518,0.22954115271568298,0.39205408096313477,0.094,0.773,0.133,0.2023,0.4,0.2,0.6,1,1,1,0.33333277777870374,0.2,0.4
"many in the media repeatedly cite the various climategate investigations as an ‘exoneration’ of the  global warming scientists. but a closer look reveals that the investigations were nothing more than the global warming industry pretending to investigate itself, and of course finding no wrongdoing.",misinformation,quotaclimat,quotaclimat,climate,medium repeatedly cite climategate investigation exoneration global warming scientist close look reveal investigation global warming industry pretend investigate course find wrongdoing,0.2524682879447937,0.006733748130500317,0.01392225082963705,0.11729980260133743,0.017574341967701912,0.47591784596443176,0.11608370393514633,0.059,0.84,0.101,0.0,0.2,0.1,0.9,1,1,1,0.11111098765445816,0.1,0.2
"after 30 years of studies, still no proof exists of that theory being true.",misinformation,quotaclimat,quotaclimat,climate,30 year study proof exist theory true,0.28288450837135315,0.011872422881424427,0.07342468947172165,0.46846243739128113,0.03464316204190254,0.07551565766334534,0.053197115659713745,0.129,0.706,0.165,0.1531,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"if species have survived repeated changes in global temperature on the order of 10 degrees; and changes in habitat brought on by sea-level ups and downs of 300 to 400 feet, why will a two-degree change global temperature or a two-foot change in sea level be their undoing?",misinformation,quotaclimat,quotaclimat,climate,specie survive repeat change global temperature order 10 degree change habitat bring sea level up down 300 400 foot degree change global temperature foot change sea level undoing,0.4730660617351532,0.009874457493424416,0.3745141625404358,0.01869278959929943,0.04601626843214035,0.06710803508758545,0.010728227905929089,0.0,0.934,0.066,0.5106,0.2,0.0,0.7,1,0,1,0.0,0.0,0.2
"the science is not settled, not by a long shot. last month, scientists at cern, the prestigious high-energy physics lab in switzerland, reported that neutrinos might ""repeat, might ""travel faster than the speed of light. if serious scientists can question einstein's theory of relativity, then there must be room for debate about the workings and complexities of the earth's atmosphere.",misinformation,quotaclimat,quotaclimat,climate,science settle long shot month scientist cern prestigious high energy physics lab switzerland report neutrino repeat travel fast speed light scientist question einstein theory relativity room debate working complexity earth atmosphere,0.22437334060668945,0.02379964478313923,0.10162298381328583,0.2502230405807495,0.17346756160259247,0.21264323592185974,0.01387015264481306,0.022,0.978,0.0,-0.0772,0.2,0.4,0.6,1,1,1,0.6666655555574075,0.4,0.2
